age,income,loan_amount,credit_history_years,num_accounts,employment_type,education,target
54,64210.69,14419.3,9,5,employed,secondary,1
20,91720.08,14451.38,5,3,employed,bachelor,1
28,64439.66,14279.92,12,9,employed,bachelor,1
27,87674.41,12058.4,6,1,unemployed,bachelor,0
61,72814.58,16118.67,14,7,employed,master,1
20,92548.03,9848.69,9,6,self_employed,secondary,0
40,58819.16,36254.48,13,8,employed,secondary,1
48,107804.45,3725.33,14,9,employed,secondary,1
44,50292.08,10322.11,4,8,self_employed,secondary,1
53,44670.76,10954.06,3,4,employed,secondary,1
59,35798.94,31323.95,12,7,unemployed,secondary,1
38,106620.49,4438.92,3,2,employed,bachelor,1
61,76388.95,18407.38,11,5,employed,bachelor,1
34,53317.59,16987.15,2,3,unemployed,master,0
69,84980.45,17668.82,13,3,employed,secondary,1
44,73753.84,24890.75,10,6,unemployed,secondary,1
56,99322.55,24726.63,7,2,unemployed,master,0
63,29043.34,11392.35,6,6,employed,bachelor,0
59,54692.8,16552.14,9,4,employed,secondary,1
62,50749.57,1000.0,5,3,self_employed,bachelor,1
45,20526.35,15792.74,5,6,employed,phd,0
20,81206.54,8648.08,3,7,self_employed,bachelor,1
43,54592.07,13508.94,2,6,employed,phd,0
27,74792.62,1517.03,13,1,employed,secondary,1
64,107195.44,18238.98,11,6,employed,secondary,1
30,52935.13,1427.45,6,6,self_employed,secondary,1
29,51576.94,16186.28,12,7,self_employed,master,1
30,62373.28,5187.96,9,4,self_employed,bachelor,1
51,79744.95,8202.87,8,1,employed,bachelor,0
47,48665.74,24237.86,1,2,employed,phd,1
67,47380.77,19703.34,8,3,employed,bachelor,1
39,81143.79,24193.63,1,6,employed,secondary,0
32,67572.79,27477.82,10,7,employed,bachelor,1
20,19105.43,8817.29,1,7,employed,secondary,0
18,35492.16,26991.77,7,3,employed,bachelor,1
37,90024.72,3275.95,5,4,employed,master,0
66,68038.57,20968.8,1,1,self_employed,bachelor,0
45,44756.08,11053.3,7,8,employed,secondary,1
64,56591.81,7557.6,3,4,unemployed,bachelor,1
23,60264.73,19915.76,3,5,employed,secondary,1
22,74714.67,22559.61,13,5,employed,secondary,1
61,32834.73,22322.15,5,3,unemployed,bachelor,0
23,43181.02,16718.88,6,2,employed,secondary,1
20,65459.12,16055.66,0,9,self_employed,secondary,0
39,58003.31,19214.93,4,2,employed,bachelor,0
66,71437.18,17430.11,5,9,employed,bachelor,1
53,35409.85,19330.85,10,2,self_employed,bachelor,0
23,67142.57,16632.0,1,1,employed,phd,0
61,81831.67,21742.27,13,9,employed,secondary,1
61,69736.37,1982.34,1,9,employed,secondary,0
59,62782.23,13949.81,9,9,employed,master,1
64,58082.33,3929.23,0,7,employed,secondary,1
30,43302.98,17213.62,12,5,self_employed,master,1
68,58560.03,28135.44,10,1,employed,bachelor,1
34,85194.12,11207.32,12,6,unemployed,bachelor,1
59,57619.43,16018.02,13,5,employed,secondary,1
48,42203.92,21051.89,12,7,employed,bachelor,1
58,50155.06,1000.0,9,1,employed,master,1
50,64017.01,10823.12,12,1,self_employed,secondary,0
51,52529.72,17916.13,1,6,self_employed,master,1
50,69706.07,1000.0,9,8,employed,master,1
58,70456.88,7185.53,14,9,employed,bachelor,1
56,77779.66,23806.86,5,6,self_employed,secondary,1
24,88471.19,23023.98,14,4,employed,bachelor,1
60,79917.17,17994.55,7,5,employed,bachelor,1
45,41315.22,22057.58,7,5,self_employed,secondary,1
34,41929.31,16720.83,4,6,employed,master,1
44,58484.57,19443.16,1,3,self_employed,secondary,0
68,50976.49,12474.77,13,4,self_employed,phd,1
62,37233.47,15926.5,10,5,employed,secondary,1
61,51166.16,9941.04,6,8,employed,secondary,1
42,50509.74,25107.87,14,8,employed,bachelor,1
58,46563.05,27172.48,2,7,self_employed,secondary,1
38,53684.21,26039.3,11,2,employed,secondary,0
53,83569.02,11735.13,6,4,employed,secondary,1
51,63984.76,7369.81,9,5,employed,master,1
30,109436.18,25215.79,0,9,employed,secondary,0
31,63410.16,19351.26,9,4,employed,bachelor,0
21,54198.68,17628.67,10,9,employed,bachelor,1
25,60082.66,9930.94,14,7,employed,bachelor,1
40,65129.84,18405.31,5,6,employed,bachelor,1
42,68705.08,6317.78,1,7,self_employed,secondary,0
26,101534.23,20072.5,0,8,self_employed,phd,1
39,43093.59,26031.09,2,7,employed,master,1
49,77180.92,28048.36,4,7,employed,master,1
30,64155.01,20668.19,12,4,employed,bachelor,1
35,28578.05,3943.83,2,4,employed,master,0
37,75413.98,16578.64,2,6,unemployed,phd,0
44,85352.47,32117.45,0,8,employed,bachelor,0
37,42856.47,8051.11,5,6,employed,master,0
56,59821.32,14526.55,9,9,employed,secondary,1
35,25492.91,26308.19,4,7,self_employed,secondary,0
40,34823.87,19937.07,7,4,employed,bachelor,1
37,80960.59,34841.25,3,6,unemployed,bachelor,0
27,50671.67,9137.04,12,6,employed,bachelor,1
53,37823.94,7081.95,0,8,employed,bachelor,1
30,64589.21,24793.0,3,3,employed,bachelor,1
33,49551.75,5432.97,8,3,self_employed,master,0
59,50583.57,13425.86,12,2,employed,secondary,1
67,74786.52,14474.83,6,1,unemployed,secondary,1
52,36765.33,23287.92,1,7,unemployed,bachelor,0
65,41892.7,19914.14,8,9,employed,bachelor,1
62,63081.6,18656.52,4,6,employed,master,1
43,79388.2,11780.55,4,1,employed,secondary,1
58,84763.21,24720.03,13,4,self_employed,secondary,1
35,46698.77,47206.59,14,9,self_employed,master,0
41,78747.54,20530.26,3,1,employed,secondary,0
45,44317.15,15797.38,8,6,unemployed,bachelor,0
67,96524.19,4617.1,8,4,employed,secondary,1
62,37324.58,9900.15,14,9,self_employed,bachelor,1
43,86569.58,13290.32,14,5,self_employed,master,1
51,46870.28,10723.2,5,6,employed,bachelor,0
28,100264.93,14871.38,0,7,employed,secondary,0
59,71826.41,29224.13,0,8,employed,master,1
46,39679.67,24977.34,0,5,unemployed,secondary,0
45,49555.23,13729.34,11,7,employed,secondary,1
57,75623.62,5333.76,11,8,self_employed,bachelor,1
50,81052.89,25698.94,12,5,employed,bachelor,0
21,58585.69,14607.57,2,7,employed,bachelor,0
32,60893.17,1188.0,0,4,unemployed,bachelor,0
27,75167.06,20699.44,2,4,employed,bachelor,1
56,62635.97,23205.49,9,1,self_employed,secondary,1
19,34129.9,1000.0,0,7,employed,master,1
28,43740.52,8403.56,9,3,employed,secondary,1
49,64702.4,14116.37,13,8,employed,master,1
54,84309.65,20876.09,2,9,employed,bachelor,0
44,92319.65,10874.03,11,8,self_employed,bachelor,1
62,75590.59,8342.86,8,3,employed,bachelor,1
65,65745.82,20817.35,14,6,employed,bachelor,1
24,74976.28,11253.42,3,7,employed,bachelor,1
67,46664.98,19336.44,3,5,self_employed,master,1
49,56935.38,6107.87,0,5,self_employed,master,0
51,43517.39,4181.34,10,4,self_employed,bachelor,1
22,35025.15,21042.15,13,3,unemployed,bachelor,1
50,66670.98,17020.16,0,6,employed,bachelor,1
55,63710.27,22379.65,7,9,employed,master,1
48,73753.05,10739.26,10,2,employed,secondary,0
22,70922.24,8639.16,11,1,employed,secondary,0
45,64852.89,25885.75,13,1,self_employed,bachelor,1
66,71132.33,2816.33,10,6,self_employed,secondary,1
55,59146.34,25011.69,13,3,employed,bachelor,1
25,68257.83,25564.04,14,5,unemployed,secondary,0
67,45477.11,21880.72,13,9,employed,secondary,1
67,67394.12,9497.54,6,1,self_employed,bachelor,1
26,73368.35,8467.81,6,2,employed,bachelor,1
59,46606.37,13319.55,6,2,self_employed,phd,1
39,61036.64,4639.68,14,5,employed,secondary,0
48,47527.95,7306.45,4,7,unemployed,secondary,1
41,49469.87,20157.87,11,2,unemployed,secondary,0
58,37501.41,20194.79,9,1,employed,bachelor,1
69,85315.5,6603.4,0,1,employed,secondary,1
59,81313.7,20408.98,7,8,self_employed,master,1
66,70748.68,18634.43,2,1,employed,secondary,1
67,99443.92,27079.09,10,6,employed,master,0
22,56215.09,19553.09,6,6,employed,bachelor,1
31,120635.25,23468.65,5,1,unemployed,bachelor,0
55,55449.41,18816.62,0,5,self_employed,secondary,1
48,65103.87,22839.43,1,3,employed,secondary,0
20,52044.44,4703.06,11,5,unemployed,bachelor,0
22,67446.51,14026.04,12,2,employed,bachelor,1
45,76712.3,14688.14,4,7,employed,bachelor,0
50,57721.67,13050.0,12,8,unemployed,secondary,1
26,95534.4,18551.09,8,1,employed,secondary,0
26,64782.99,20075.04,5,5,employed,phd,1
24,65409.71,18138.06,6,6,employed,secondary,0
47,41820.05,13584.45,10,1,self_employed,secondary,0
18,68369.98,9114.16,13,7,employed,bachelor,1
47,57319.46,23777.49,7,5,employed,secondary,0
42,47835.21,17797.86,5,3,employed,bachelor,0
42,44470.51,6851.09,11,5,employed,bachelor,1
53,113435.27,13450.5,7,7,employed,bachelor,1
45,54730.45,1053.6,5,6,employed,bachelor,1
55,30860.29,15282.96,6,7,unemployed,secondary,0
57,46035.57,13412.96,8,1,self_employed,secondary,0
65,58968.64,10404.26,2,8,self_employed,master,1
59,70933.34,27676.8,0,1,unemployed,secondary,1
44,71095.93,5750.77,9,6,unemployed,secondary,1
43,73532.29,20651.14,2,4,self_employed,bachelor,0
30,47102.79,32493.67,7,1,employed,bachelor,0
49,66808.81,23618.14,11,7,self_employed,secondary,1
25,42478.81,14747.69,3,5,employed,master,0
66,47607.14,5927.45,5,6,employed,secondary,1
61,41645.82,4103.5,14,4,employed,phd,1
24,36232.22,11707.59,0,3,employed,secondary,0
58,81284.19,9503.99,11,6,employed,bachelor,1
24,73772.23,9243.62,2,2,self_employed,bachelor,0
55,79533.31,12389.49,13,8,employed,master,1
22,60786.26,14182.02,6,7,employed,bachelor,1
43,75536.15,18881.7,0,9,employed,master,1
52,24774.21,5097.63,10,1,unemployed,master,1
55,77261.75,9542.05,2,6,employed,bachelor,1
39,63542.4,13722.62,5,6,employed,secondary,1
65,72542.19,13436.12,7,8,self_employed,secondary,1
58,67600.47,29691.39,11,4,self_employed,phd,1
28,40258.9,16857.97,6,9,employed,master,0
52,30039.2,2091.28,12,3,self_employed,secondary,1
55,45758.92,18345.45,7,8,employed,secondary,1
35,71298.35,19365.31,5,5,unemployed,secondary,0
56,73801.83,13998.98,5,9,employed,secondary,1
64,32641.15,5292.83,12,2,self_employed,secondary,1
60,40378.01,29064.44,9,3,employed,master,1
57,45535.29,6440.93,1,6,self_employed,secondary,1
50,52853.9,20286.18,11,5,employed,master,1
32,32758.98,16600.4,6,2,employed,phd,0
59,31558.96,19806.48,5,6,self_employed,secondary,0
36,43563.29,28654.86,1,4,self_employed,bachelor,0
45,61725.08,19493.11,14,2,employed,bachelor,1
34,36388.11,10530.69,0,5,unemployed,secondary,0
34,57683.93,23847.94,14,7,employed,bachelor,1
26,81171.06,9951.2,0,1,employed,bachelor,0
67,33964.41,16308.46,7,9,employed,secondary,1
25,55871.08,4655.33,1,6,employed,master,1
22,80495.13,6733.75,7,3,unemployed,secondary,0
66,51634.63,15411.09,12,7,employed,secondary,1
46,48526.61,17944.69,8,8,unemployed,phd,0
40,83269.92,1380.88,8,9,employed,secondary,1
56,53875.96,18978.3,1,8,self_employed,secondary,0
37,82089.9,8444.57,14,2,employed,secondary,1
24,68579.31,25237.5,5,2,self_employed,secondary,0
55,53143.11,12184.28,8,2,unemployed,bachelor,1
27,69593.81,6011.02,13,8,employed,bachelor,1
46,66408.99,15606.44,9,3,employed,bachelor,0
67,80417.66,7670.12,11,3,self_employed,bachelor,1
66,49033.09,25151.56,2,9,self_employed,secondary,0
36,60824.12,15004.24,6,2,employed,bachelor,1
58,58769.69,13786.59,8,4,self_employed,master,1
49,74082.96,19734.41,2,3,self_employed,master,1
42,39496.42,6960.42,5,3,self_employed,bachelor,0
25,80339.54,4686.77,12,6,employed,secondary,1
37,69326.58,18266.81,13,7,employed,bachelor,1
51,33661.5,6202.63,12,3,unemployed,master,0
69,84165.26,6199.92,14,1,employed,master,1
18,104681.86,21694.05,14,6,employed,bachelor,1
55,80036.68,19200.51,2,5,unemployed,bachelor,0
62,88539.7,4969.36,12,6,employed,secondary,1
67,61707.43,10046.91,9,5,employed,secondary,0
40,26769.9,7770.15,12,7,self_employed,secondary,1
24,23117.59,29210.55,9,6,self_employed,bachelor,1
32,65101.64,22248.08,1,7,unemployed,secondary,0
62,48160.42,11633.24,8,7,self_employed,bachelor,1
63,41708.47,19609.56,11,5,employed,bachelor,1
51,58745.07,4150.51,1,3,employed,bachelor,1
24,72311.71,9618.83,7,6,employed,bachelor,0
24,30944.85,15838.91,9,6,unemployed,secondary,0
42,51022.45,18617.85,6,6,employed,bachelor,1
48,90197.41,14220.33,11,5,employed,phd,1
19,38494.23,16984.11,1,4,employed,bachelor,1
53,77395.22,15626.69,5,2,employed,master,1
46,50305.38,13691.38,14,4,employed,bachelor,1
18,70915.88,12630.84,7,8,self_employed,bachelor,0
22,81946.55,11589.88,2,7,employed,bachelor,0
41,74825.64,16855.5,1,7,unemployed,bachelor,1
55,78183.19,18286.52,8,7,unemployed,master,1
60,36968.13,16586.87,13,9,employed,bachelor,0
40,82273.19,5571.22,0,3,unemployed,master,0
33,42946.14,7008.58,1,7,employed,master,1
68,65190.84,18191.05,5,1,employed,master,0
41,65164.92,26773.39,3,3,employed,secondary,0
34,69702.45,16219.32,1,1,self_employed,secondary,0
41,66739.13,11706.65,4,4,self_employed,master,0
18,43123.8,16794.72,9,2,employed,bachelor,1
33,33002.65,5905.43,12,4,self_employed,phd,1
44,77446.97,25471.55,4,2,self_employed,secondary,0
65,63716.69,16492.75,10,1,self_employed,master,1
56,82987.54,9644.34,12,5,employed,master,1
58,59105.34,13665.64,0,4,self_employed,master,1
46,31896.71,10783.71,12,4,self_employed,bachelor,0
23,79322.59,25493.36,2,4,employed,secondary,1
38,52592.59,13382.08,10,4,self_employed,bachelor,0
69,66840.07,16242.93,11,1,employed,bachelor,1
20,47050.81,19589.81,12,5,self_employed,secondary,0
63,92886.03,9073.87,6,8,self_employed,secondary,1
53,42468.7,16549.68,9,2,employed,master,1
32,53251.4,17195.48,0,2,employed,secondary,0
58,62148.97,2567.37,6,8,self_employed,bachelor,1
61,38156.35,17021.57,14,5,self_employed,bachelor,1
20,66610.39,14633.9,2,3,self_employed,phd,0
23,92238.21,16039.73,2,8,self_employed,bachelor,0
52,50190.76,15285.04,10,3,employed,secondary,1
69,67902.86,17073.36,7,6,employed,secondary,0
19,10000.0,25698.75,6,6,self_employed,secondary,1
52,59221.42,5563.94,3,2,employed,secondary,0
25,53739.15,12262.78,2,7,self_employed,master,1
51,43630.05,20332.95,11,6,employed,bachelor,1
50,81629.01,18847.41,5,2,employed,secondary,0
22,53475.13,18675.24,11,7,self_employed,master,1
53,56450.45,37028.62,6,6,self_employed,secondary,0
64,52456.14,19913.08,5,8,self_employed,secondary,0
62,21663.68,24047.5,3,8,employed,bachelor,0
19,37360.27,12543.42,9,3,self_employed,secondary,1
30,79221.87,7056.7,4,9,employed,secondary,1
30,17800.99,12485.46,13,1,self_employed,phd,1
41,44673.69,20695.68,6,4,self_employed,master,1
25,52005.6,18254.62,12,6,employed,master,1
62,94872.44,18226.01,7,5,self_employed,bachelor,1
58,75372.08,13285.24,6,3,employed,secondary,1
60,48856.59,12009.58,6,2,employed,master,0
28,86090.27,13561.14,6,8,self_employed,bachelor,0
18,45189.68,20795.8,7,8,employed,secondary,1
65,80182.0,21725.82,13,7,unemployed,secondary,1
33,32822.46,6950.07,10,5,employed,bachelor,1
52,81465.16,21098.74,0,7,employed,secondary,0
65,51877.33,9794.23,0,3,self_employed,secondary,1
19,39429.92,18751.37,0,9,employed,secondary,0
18,55657.13,13464.27,10,2,unemployed,bachelor,1
18,65546.88,27526.31,3,6,employed,secondary,0
26,50105.03,11655.4,5,4,employed,bachelor,1
20,71079.07,16428.89,12,9,employed,secondary,1
60,48340.12,19852.75,1,3,employed,bachelor,0
49,72407.45,8008.33,2,6,employed,secondary,0
68,68844.44,14417.14,1,2,employed,bachelor,1
59,58781.54,12867.32,4,2,employed,bachelor,0
68,51172.35,10889.49,1,4,employed,bachelor,0
30,63030.82,11482.22,9,8,employed,secondary,1
32,71005.07,23896.12,11,3,employed,bachelor,1
62,101235.98,10211.59,2,7,employed,master,1
30,78788.41,19531.26,7,6,employed,secondary,1
20,79519.8,17516.76,4,9,employed,bachelor,1
52,121770.24,3824.16,1,3,employed,bachelor,1
59,70319.17,19153.36,7,3,employed,master,1
68,69692.87,3691.89,10,9,employed,bachelor,1
66,74080.3,20024.73,3,3,unemployed,master,1
24,39820.68,10942.47,11,2,employed,bachelor,1
58,51121.97,15066.94,14,8,employed,bachelor,1
61,49876.61,4645.76,0,8,self_employed,secondary,0
54,72952.28,15979.06,2,1,employed,bachelor,0
60,56516.51,22415.6,4,8,employed,secondary,0
61,62764.47,8544.28,12,6,self_employed,bachelor,1
41,81749.09,10142.66,2,3,self_employed,secondary,1
20,77263.01,18636.97,7,5,unemployed,bachelor,0
41,56765.58,18836.95,8,3,unemployed,master,0
28,46600.1,1000.0,1,2,employed,master,1
23,82705.49,31123.25,0,2,self_employed,secondary,0
24,75477.82,19228.43,1,2,employed,master,1
54,27874.86,20575.35,0,6,unemployed,master,0
44,53736.92,13851.68,7,8,employed,master,1
46,63310.31,1000.0,14,5,employed,bachelor,1
56,75576.59,20397.78,5,1,employed,secondary,0
46,78202.03,10478.5,3,4,employed,master,1
50,65678.12,19351.45,3,7,employed,bachelor,0
22,71704.95,13249.59,14,8,self_employed,bachelor,1
62,61282.74,16904.32,14,7,employed,secondary,1
41,46522.97,8800.03,9,4,self_employed,secondary,1
26,54774.71,21915.11,6,6,employed,secondary,0
60,60379.82,5492.97,2,1,employed,bachelor,1
56,59306.41,32964.56,13,4,employed,bachelor,0
20,22288.54,32903.59,0,5,employed,master,0
28,52050.33,28061.6,2,1,employed,secondary,0
18,61124.11,25203.83,10,1,employed,secondary,1
32,54372.6,14323.61,2,8,employed,secondary,1
23,55063.52,24332.37,1,2,self_employed,secondary,0
54,69759.83,14230.59,8,2,employed,bachelor,0
45,38420.86,2571.86,0,6,self_employed,bachelor,0
68,27439.16,27025.61,4,3,self_employed,phd,0
56,53036.6,24030.6,9,9,employed,secondary,0
49,75282.29,14749.29,2,9,unemployed,secondary,0
44,93751.06,5198.53,11,8,self_employed,master,1
20,75642.56,10310.39,1,3,self_employed,secondary,0
21,30634.72,1000.0,9,8,self_employed,bachelor,0
50,55352.66,22560.65,1,3,employed,bachelor,1
18,65132.69,2173.53,10,3,unemployed,master,0
20,63551.82,17294.65,11,9,employed,secondary,0
29,70786.09,8250.45,11,7,employed,phd,1
63,41659.02,3586.37,4,1,self_employed,phd,0
41,61298.86,16906.84,3,8,employed,secondary,0
54,68406.46,12329.6,14,2,self_employed,bachelor,1
39,76513.42,21705.51,10,7,employed,bachelor,1
27,43885.64,4859.16,2,4,employed,secondary,0
37,53096.86,8941.48,0,1,unemployed,phd,0
22,10000.0,1000.0,5,8,employed,secondary,0
58,47570.76,1000.0,9,7,employed,secondary,1
27,49511.7,29385.54,5,8,self_employed,secondary,0
37,39608.31,31668.79,12,6,self_employed,bachelor,0
68,63312.24,15741.81,7,7,self_employed,master,0
48,58881.09,8409.37,14,9,employed,bachelor,1
41,14815.72,12612.41,13,9,unemployed,bachelor,1
46,64310.16,21988.59,7,6,self_employed,secondary,1
58,41433.52,10884.89,12,1,self_employed,bachelor,1
31,69713.78,16901.07,6,4,employed,bachelor,1
51,34362.98,14897.95,0,6,employed,bachelor,0
63,60600.13,10449.5,4,1,employed,bachelor,0
47,54336.73,10790.46,6,2,employed,phd,1
41,66062.04,17346.57,14,4,employed,bachelor,1
25,62493.95,7184.89,12,9,employed,bachelor,1
30,54896.72,18613.83,2,3,self_employed,bachelor,1
67,29274.55,11227.37,0,9,employed,secondary,0
46,30455.84,16018.94,7,8,employed,bachelor,0
33,48322.26,26071.7,8,3,employed,bachelor,0
39,59834.4,13654.46,11,3,unemployed,bachelor,1
48,47835.04,22358.43,3,8,employed,bachelor,1
45,72504.24,1000.0,12,7,employed,secondary,1
54,54415.58,11237.1,6,6,unemployed,secondary,0
31,40699.75,15221.51,5,9,self_employed,secondary,1
51,54438.07,30386.65,6,1,employed,bachelor,0
41,64517.2,1000.0,14,4,self_employed,phd,1
66,66497.69,14230.32,5,6,unemployed,bachelor,1
26,97567.58,26653.51,8,1,employed,bachelor,1
25,46621.81,8719.84,13,9,self_employed,bachelor,1
42,58530.43,13297.29,0,6,employed,secondary,0
44,68522.48,17653.91,8,3,self_employed,secondary,0
53,59531.54,16476.07,10,3,self_employed,secondary,0
39,49987.64,27526.16,13,1,unemployed,master,1
65,29014.86,18587.79,0,6,self_employed,secondary,1
42,49783.31,25622.18,10,9,employed,bachelor,0
24,38525.95,12119.93,12,1,employed,bachelor,0
24,25467.87,9075.8,5,4,unemployed,bachelor,0
68,44086.42,13194.21,11,6,employed,secondary,1
24,39058.17,5727.18,7,4,employed,phd,0
67,71675.73,18868.09,9,6,self_employed,secondary,1
32,72021.84,11912.98,5,7,employed,master,1
22,41922.41,9625.69,2,9,employed,bachelor,0
33,54795.43,18989.27,12,6,employed,bachelor,1
49,22835.15,5850.27,3,7,employed,bachelor,1
40,50113.2,21164.02,2,3,self_employed,bachelor,1
58,67979.64,11173.3,13,2,employed,secondary,1
49,76498.76,24272.77,14,1,employed,bachelor,1
38,45739.06,11858.1,9,1,self_employed,bachelor,1
51,81037.1,20055.28,8,8,employed,bachelor,1
68,29686.16,16436.5,5,1,self_employed,bachelor,1
39,35047.44,20951.21,9,5,employed,bachelor,0
25,74193.24,15879.58,9,6,employed,bachelor,0
39,93422.42,1692.82,7,7,employed,secondary,1
61,69868.64,23070.35,9,1,self_employed,secondary,0
29,59193.15,14298.54,8,8,unemployed,bachelor,0
67,16096.33,21316.13,13,4,employed,secondary,0
48,19551.06,20521.97,10,1,employed,secondary,0
49,62588.19,8813.63,5,2,employed,master,1
34,52838.75,7681.64,9,8,employed,secondary,1
65,37883.3,20242.84,3,9,employed,secondary,0
19,61310.65,12574.01,3,7,unemployed,master,0
33,62302.63,22491.43,12,4,self_employed,bachelor,0
39,78888.32,13574.39,8,9,employed,master,1
42,62732.05,23187.28,0,3,employed,bachelor,0
